p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RPS26	7.25356687513146e-30	0.289627451328388	0.722	0.487	1.30665753688618e-25	9	RPS26
BTF31	2.59549032927818e-29	0.288310046593317	0.889	0.705	4.67551627916171e-25	9	BTF3
HMGB12	9.94524527918137e-29	0.282604287052061	0.922	0.761	1.79153648459173e-24	9	HMGB1
RSL1D1	3.95380125267848e-25	0.259798302079527	0.685	0.453	7.12237757657501e-21	9	RSL1D1
SNHG51	7.17775261818912e-25	0.299563076154744	0.818	0.632	1.29300035664059e-20	9	SNHG5
EIF4B	2.44295349461835e-23	0.262575820123987	0.772	0.561	4.4007364252055e-19	9	EIF4B
MS4A1	0	1.70190442584948	0.9	0.017	0	10	MS4A1
BANK1	0	0.837500354396527	0.535	0.028	0	10	BANK1
CD79A	0	0.383624705799858	0.306	0.01	0	10	CD79A
RALGPS2	2.00320610176572e-207	0.749527400497524	0.471	0.061	3.60857547172077e-203	10	RALGPS2
LINC00926	6.06222932556337e-187	0.374266344123827	0.276	0.022	1.09204999070699e-182	10	LINC00926
BIRC31	7.72844382343766e-186	0.818601823298587	0.506	0.077	1.39220187035406e-181	10	BIRC3
LTB1	6.133564634096e-151	0.601471813731992	0.459	0.074	1.10490033318605e-146	10	LTB
IGLL51	3.04738446206176e-113	0.25091904179983	0.259	0.032	5.48955836995806e-109	10	IGLL5
IKZF31	1.12871844065603e-103	0.43020760948011	0.312	0.049	2.03327339899777e-99	10	IKZF3
CD79B	6.45850328255702e-103	0.389786302178786	0.271	0.038	1.16343478131982e-98	10	CD79B
CD741	2.14919586498728e-73	0.714458828382079	0.894	0.544	3.87156143118808e-69	10	CD74
RPS272	1.13661847036459e-71	0.523350089348983	1	0.994	2.04750451251478e-67	10	RPS27
CD522	5.12908958324515e-66	0.71227305684643	0.821	0.43	9.23954197525781e-62	10	CD52
EZR	1.32600340408745e-59	0.648051218134992	0.571	0.241	2.38866253212313e-55	10	EZR
ETS12	5.20931717016752e-52	0.401792962964643	0.415	0.13	9.38406395033976e-48	10	ETS1
HLA-DRA1	8.67378706916417e-52	0.520894848701617	0.874	0.57	1.56249600263923e-47	10	HLA-DRA
CCDC501	2.06171125914674e-49	0.366748971993787	0.3	0.081	3.71396666222694e-45	10	CCDC50
CD37	6.27810002492012e-46	0.360605662390342	0.344	0.109	1.13093693848911e-41	10	CD37
SWAP70	7.8329751970381e-38	0.329242268202335	0.303	0.099	1.41103215199444e-33	10	SWAP70
ZFP36L11	1.23342054367618e-33	0.34189606223274	0.291	0.097	2.22188376737828e-29	10	ZFP36L1
TXNIP3	8.16142085583679e-33	0.540426001556416	0.829	0.616	1.47019835297044e-28	10	TXNIP
RPLP22	9.65466889099252e-33	0.356498673380517	0.988	0.946	1.73919205402339e-28	10	RPLP2
PPM1K	1.12751363233766e-31	0.279828180619605	0.256	0.083	2.03110305729307e-27	10	PPM1K
CD691	2.88960934127411e-31	0.544231911864416	0.376	0.161	5.20534226737118e-27	10	CD69
RPL23A	3.4517012659385e-30	0.348451902659439	0.982	0.916	6.21789466046162e-26	10	RPL23A
MTRNR2	1.32627312389813e-28	0.398898425764321	1	1	2.38914840539009e-24	10	MTRNR2
CD482	7.78293274756759e-25	0.290801484894906	0.335	0.143	1.40201750514683e-20	10	CD48
HLA-DPB11	1.45721279900895e-24	0.320114820175069	0.503	0.274	2.62502313613473e-20	10	HLA-DPB1
RPS292	4.85059523134015e-23	0.272945671697605	0.997	0.99	8.73786224973615e-19	10	RPS29
PTPRCAP1	1.42285551385754e-22	0.285163537954223	0.379	0.182	2.56313192266298e-18	10	PTPRCAP
RPL13AP51	1.62347948152627e-22	0.280140543378834	0.974	0.934	2.92453593802141e-18	10	RPL13AP5
KIAA15512	2.06883989535671e-21	0.350599418176826	0.374	0.184	3.72680818749557e-17	10	KIAA1551
RPS111	1.54501990158492e-20	0.281817833850906	1	0.974	2.78319885071507e-16	10	RPS11
BTG12	2.19690568832231e-20	0.41252385546994	0.488	0.298	3.9575059069438e-16	10	BTG1
FAU	2.21514741091081e-18	0.291743286121019	0.965	0.932	3.99036654601472e-14	10	FAU
PRDM2	3.20558991018949e-17	0.263657662638819	0.306	0.15	5.77454966421535e-13	10	PRDM2
PARP14	1.11742382929877e-15	0.34010295284661	0.332	0.183	2.0129272860988e-11	10	PARP14
B2M2	3.62588026404798e-15	0.28765257891647	0.997	0.988	6.53166070765603e-11	10	B2M
RIPOR21	2.88486734710494e-14	0.310546516661908	0.394	0.239	5.19680003907484e-10	10	RIPOR2
MEF2C1	1.66698638678221e-13	0.317668783293804	0.376	0.235	3.00290927714947e-09	10	MEF2C
SMCHD1	2.71890653743493e-13	0.35107589848685	0.45	0.308	4.89783823653529e-09	10	SMCHD1
CTSH2	3.6989786659758e-13	0.254041888173951	0.285	0.15	6.6633401688888e-09	10	CTSH
PTPRC3	3.80930727556413e-13	0.252099839406408	0.709	0.567	6.86208612620123e-09	10	PTPRC
SMAP2	1.86385428011199e-12	0.29330846324168	0.421	0.277	3.35754710019373e-08	10	SMAP2
YWHAZ2	2.48489219405994e-11	0.257681027986826	0.712	0.639	4.47628479837958e-07	10	YWHAZ
TSC22D3	1.24411287370824e-09	0.275551862562745	0.45	0.327	2.24114493069803e-05	10	TSC22D3
DDX51	1.62620683047136e-09	0.273571794520182	0.776	0.71	2.92944898441111e-05	10	DDX5
CXCL81	0	2.23864358829942	0.978	0.102	0	11	CXCL8
CXCL2	1.71252304172971e-99	0.643142555669342	0.306	0.03	3.08493900737189e-95	11	CXCL2
NFKBIA2	9.07819336243812e-33	0.702359994817865	0.683	0.347	1.6353457523096e-28	11	NFKBIA
CD692	1.46076834954105e-27	0.841313590033772	0.432	0.162	2.63142810486325e-23	11	CD69
PMAIP1	8.24368109753033e-23	0.419305778759119	0.388	0.142	1.48501671290911e-18	11	PMAIP1
H3F3B	8.43504062376696e-21	0.683234319318858	0.907	0.791	1.51948821796538e-16	11	H3F3B
JUN2	5.88640863764011e-18	0.633825520671053	0.486	0.236	1.06037765198449e-13	11	JUN
PPP1R15A1	3.37776269827003e-15	0.434115990455555	0.536	0.304	6.08470172466363e-11	11	PPP1R15A
PTGER4	2.95695402655794e-14	0.292723892836743	0.295	0.118	5.32665698344147e-10	11	PTGER4
SOX41	5.98114747661218e-14	0.556384931373348	0.454	0.246	1.07744390643692e-09	11	SOX4
NFKBIZ1	1.9163860802701e-13	0.298841425834537	0.372	0.174	3.45217788499856e-09	11	NFKBIZ
FOSB	2.86176887725298e-12	0.270201125259373	0.328	0.151	5.15519045548352e-08	11	FOSB
H1FX	6.51559225344272e-09	0.306115170463805	0.372	0.218	0.000117371878853517	11	H1FX
IER2	7.41633387460486e-09	0.299930599739274	0.383	0.222	0.000133597838417132	11	IER2
KLF6	9.81367954838996e-09	0.422120313035259	0.612	0.468	0.000176783623384697	11	KLF6
HSPA52	1.98962922487646e-08	0.597465015726997	0.623	0.483	0.000358411808569246	11	HSPA5
IRF2BP2	8.74721970868585e-08	0.317846337272609	0.536	0.379	0.00157572415832267	11	IRF2BP2
SERPINB12	8.87184974758438e-08	0.295026110422889	0.716	0.561	0.00159817501352985	11	SERPINB1
HIST1H1C2	1.64278284963143e-07	0.324422174556311	0.426	0.287	0.00295930902532605	11	HIST1H1C
PLIN21	2.41834210287533e-07	0.333552546678071	0.35	0.207	0.00435640146411962	11	PLIN2
CLEC2B	5.821531964614e-07	0.317888619676793	0.372	0.228	0.0104869076810557	11	CLEC2B
TXN1	1.68258209926155e-06	0.267328543924422	0.601	0.478	0.0303100339360976	11	TXN
ANXA11	2.41827621848836e-06	0.35494772112793	0.721	0.588	0.0435628277998494	11	ANXA1
HIST1H1E1	3.75034696072975e-06	0.264569923341892	0.47	0.32	0.0675587501505857	11	HIST1H1E
SAT12	4.88847834119186e-06	0.320936137467577	0.552	0.403	0.0880610488382302	11	SAT1
PLEK1	1.43870135122412e-05	0.493846044259044	0.492	0.377	0.259167661409513	11	PLEK
CCNL1	6.43058730364428e-05	0.259767371798847	0.475	0.352	1	11	CCNL1
MALAT13	0.000332257450826427	0.302322604284961	0.995	0.989	1	11	MALAT1
F13A1	1.67651387701439e-41	0.45253871676392	0.459	0.11	3.02007209805372e-37	12	F13A1
MS4A31	7.24321968462352e-38	0.340582827622325	0.322	0.062	1.30479359398808e-33	12	MS4A3
MPO1	1.54238497343738e-29	0.66087248423058	0.603	0.221	2.77845229115009e-25	12	MPO
LYZ1	5.74832439973393e-28	0.632567027094736	0.945	0.625	1.03550315736807e-23	12	LYZ
CTSG2	3.12683692719135e-27	0.394252760370278	0.486	0.154	5.63268404064249e-23	12	CTSG
RNASE22	2.93661616993413e-26	0.420697478818537	0.705	0.29	5.29002036851934e-22	12	RNASE2
IRF8	2.46664904787145e-24	0.257069801291592	0.37	0.106	4.44342159483562e-20	12	IRF8
PLAC81	4.88778334423831e-23	0.531116024908488	0.753	0.414	8.80485291631089e-19	12	PLAC8
FABP5	4.99584587342392e-22	0.409756792553352	0.582	0.251	8.99951675638585e-18	12	FABP5
SRGN2	2.88452972685848e-20	0.672047413201136	0.938	0.8	5.19619184996287e-16	12	SRGN
SAMHD12	1.0516749619017e-17	0.341820399637238	0.651	0.31	1.89448727636972e-13	12	SAMHD1
CSTA1	6.52463270925078e-17	0.365874514437608	0.671	0.34	1.17534733624443e-12	12	CSTA
CLEC11A1	1.74815139990716e-16	0.299697214277706	0.459	0.193	3.14911993179276e-12	12	CLEC11A
AREG1	1.03805567488956e-15	1.14083884129352	0.404	0.188	1.86995349274606e-11	12	AREG
EREG1	2.51395257642807e-14	0.432382755154173	0.301	0.107	4.52863417117752e-10	12	EREG
PTMA2	1.78189996654464e-11	0.266825293338476	0.945	0.965	3.20991459973352e-07	12	PTMA
YBX11	1.22534536644727e-10	0.293403439392111	0.918	0.899	2.20733714311811e-06	12	YBX1
TNFSF13B1	1.83218040544096e-10	0.27193644669255	0.493	0.258	3.30048978236134e-06	12	TNFSF13B
HSP90B12	3.07950075096262e-10	0.296291588145656	0.795	0.585	5.54741265278406e-06	12	HSP90B1
PA2G41	4.92017895980069e-10	0.27780757065442	0.589	0.358	8.86321037818496e-06	12	PA2G4
HMGN11	5.83363199737988e-10	0.276161241758413	0.658	0.443	1.05087046800801e-05	12	HMGN1
ATG3	6.93803085241542e-10	0.253719930447713	0.452	0.241	1.24981687775411e-05	12	ATG3
NCL2	1.58361982953695e-09	0.321042745689638	0.815	0.644	2.85273276092787e-05	12	NCL
SNHG52	3.82770989151263e-09	0.343372717441816	0.801	0.635	6.89523659857086e-05	12	SNHG5
H2AFZ2	2.27107448480829e-08	0.258529018323983	0.575	0.37	0.000409111357693365	12	H2AFZ
CAT1	4.89703897226816e-08	0.290446822462225	0.548	0.345	0.000882152600464386	12	CAT
HSPA53	6.31459937965087e-08	0.270623129023371	0.712	0.482	0.00113751193225031	12	HSPA5
PDIA3	1.35349852251853e-07	0.262197231315991	0.692	0.49	0.00243819223846488	12	PDIA3
EMB1	7.1905100181366e-07	0.270507777832633	0.678	0.501	0.0129529847466713	12	EMB
RBPJ	9.70131724362624e-07	0.855987637699408	0.384	0.222	0.0174759528826683	12	RBPJ
ZC3HAV1	5.98290761647724e-05	0.486919661983991	0.322	0.201	1	12	ZC3HAV1
KPNB1	0.000420497352633072	0.589363014602735	0.411	0.293	1	12	KPNB1
SRSF6	0.000495773787217976	0.931609939391	0.445	0.325	1	12	SRSF6
KIAA0825	0.000505477695679455	1.05361196671768	0.404	0.294	1	12	KIAA0825
STAG2	0.000556523487075502	0.856153932782086	0.486	0.352	1	12	STAG2
JUN3	1.24281241508041e-16	1.13368293540473	0.636	0.237	2.23880228452585e-12	13	JUN
KLF61	6.79413155070023e-13	0.889639002007247	0.773	0.469	1.22389485754314e-08	13	KLF6
FOS1	1.84436527617711e-11	0.761200553114852	0.712	0.4	3.32243960850545e-07	13	FOS
FOSB1	2.50593141418973e-11	0.491174607284011	0.424	0.151	4.51418484952138e-07	13	FOSB
CD693	9.94270365577606e-11	0.600126076220988	0.439	0.163	1.7910786365515e-06	13	CD69
DUSP61	4.50202350823402e-10	0.721074839215639	0.53	0.26	8.10994514773276e-06	13	DUSP6
TFPI	8.70594052224627e-10	0.316547395835913	0.288	0.083	1.56828812567744e-05	13	TFPI
TUBA1A	6.44894861001417e-09	0.594580378960601	0.455	0.199	0.000116171360260795	13	TUBA1A
CD99	2.42669655031502e-08	0.529501629609315	0.591	0.338	0.000437145116573747	13	CD99
RHOB	3.70268575599209e-08	0.300442368622962	0.288	0.093	0.000667001812084414	13	RHOB
DUSP11	8.41597113987358e-07	0.537195044993861	0.455	0.232	0.0151605304113683	13	DUSP1
PMAIP11	4.99021030606529e-06	0.587826024777133	0.318	0.144	0.0898936484534602	13	PMAIP1
TSC22D31	9.11513010467703e-06	0.37387016151555	0.545	0.329	0.164199953705652	13	TSC22D3
EGR1	1.31787455429271e-05	0.583652498904477	0.273	0.113	0.237401922210289	13	EGR1
GLIPR1	1.45019127980311e-05	0.426237067670496	0.47	0.264	0.261237457143733	13	GLIPR1
MT-ND3	7.0655909870822e-05	0.409673427763269	0.697	0.556	1	13	MT-ND3
IER21	7.45947765665482e-05	0.316712882563239	0.409	0.223	1	13	IER2
UBC2	0.000110710179575506	0.345861189063528	0.773	0.625	1	13	UBC
H3F3B1	0.000125697329872628	0.449202394461587	0.864	0.792	1	13	H3F3B
ZFP361	0.000182639155544026	0.279162954537447	0.424	0.239	1	13	ZFP36
KMT2A	0.000191762914716509	0.340791316993529	0.455	0.272	1	13	KMT2A
MALAT14	0.000227665420457148	0.288008914687934	1	0.989	1	13	MALAT1
DDX17	0.000231210996833536	0.389586123738975	0.667	0.505	1	13	DDX17
TAGLN2	0.000289000849648579	0.331650918120228	0.561	0.392	1	13	TAGLN2
TPM41	0.000312501797631967	0.367074297282197	0.591	0.411	1	13	TPM4
ACTG1	0.000341148439376795	0.314152022474938	0.712	0.615	1	13	ACTG1
RBM39	0.000457484456136833	0.253120741182911	0.712	0.554	1	13	RBM39
CD361	0.000788659977672289	0.647870664365281	0.379	0.25	1	13	CD36
HLA-B1	0.000910276172636011	0.282078082123211	0.848	0.777	1	13	HLA-B
PPP1R15A2	0.00102145824488797	0.367786155521275	0.439	0.306	1	13	PPP1R15A
MT-ND1	0.00125182199877431	0.3531382484577	0.712	0.644	1	13	MT-ND1
MT-COX2	0.00160668890777777	0.279125504459734	0.924	0.899	1	13	MT-COX2
JAML1	0.0024035853812446	0.255273153533131	0.258	0.138	1	13	JAML
JUNB	0.00283870794008381	0.325506554583801	0.409	0.259	1	13	JUNB
FLT31	0.00291745306495956	0.326567631979807	0.439	0.308	1	13	FLT3
MT-CYTB	0.00407133819363292	0.313164149650779	0.773	0.706	1	13	MT-CYTB
MT-ND2	0.00447656420379315	0.27849828518831	0.97	0.922	1	13	MT-ND2
HLA-A1	0.0076807976624447	0.254933776435973	0.667	0.569	1	13	HLA-A
