p_val	avg_log2FC	pct.1	pct.2	p_val_adj	threshold
RECK	5.1042840267817e-08	0.976934585421075	0.053	0.037	0.000919485724584456	Up
TST	5.12582691987446e-08	-0.768707678603593	0.016	0.028	0.000923366461346185	Down
ZNF804A	5.14268991046184e-08	-0.746825009741306	0.019	0.031	0.000926404160470595	Down
RFT1	5.18458066653471e-08	-0.647405061516779	0.017	0.029	0.000933950361269563	Down
CDKAL1	5.29832284488185e-08	-0.354162120259629	0.042	0.059	0.000954439877277016	Down
ANKRD16	5.38696934436754e-08	-0.878551727195467	0.012	0.021	0.000970408657694369	Down
CDC27	5.44295901958482e-08	-0.320728811521921	0.061	0.081	0.000980494637788009	Down
SLC25A37	5.54252589430953e-08	0.350204742398111	0.257	0.228	0.000998430614600919	Up
LOC349160	5.67463500549666e-08	-0.962958440606071	0.01	0.019	0.00102222874989017	Down
RNU4-1	5.67906702977277e-08	0.912324097790982	0.021	0.012	0.00102302713474327	Up
MALSU1	5.68380106683621e-08	-0.584820524138757	0.027	0.041	0.00102387992417987	Down
ORC5	5.74635790799163e-08	-0.743002192512931	0.02	0.032	0.00103514891354561	Down
FAM168A	5.76602087905323e-08	0.706261603795847	0.041	0.027	0.00103869100115265	Up
HIST1H2AG	5.8292170346119e-08	-0.508738131307927	0.045	0.063	0.00105007515661499	Down
RAD51D	5.85216739249186e-08	-0.875529888415399	0.01	0.019	0.00105420943408348	Down
SLCO5A1	5.91951341764564e-08	-1.06802952605918	0.005	0.011	0.00106634114705469	Down
ARNTL2	5.94140425913208e-08	-0.862354499667665	0.012	0.021	0.00107028456324005	Down
ZNF620	5.94210472970314e-08	-0.907739821429169	0.008	0.016	0.00107041074600872	Down
NEMP1	5.97588042364156e-08	-0.6462210688029	0.024	0.037	0.00107649509951479	Down
GSTZ1	6.01325314602495e-08	-0.967068088299931	0.008	0.016	0.00108322742172494	Down
PRRC1	6.03154197999753e-08	-0.444872869286023	0.042	0.058	0.00108652197227675	Down
NSMCE4A	6.10387904066253e-08	-0.254006466019806	0.072	0.094	0.00109955277038495	Down
AKR1A1	6.15147813580663e-08	-0.285486246046409	0.081	0.103	0.00110812727138421	Down
VAMP3	6.20901723204356e-08	0.440043936908826	0.096	0.075	0.00111849236418033	Up
ASH2L	6.22173698511711e-08	-0.353201150120717	0.067	0.087	0.001120783700499	Down
ZNF667	6.29077294734153e-08	-0.973862814884656	0.009	0.018	0.0011332198387341	Down
RSPRY1	6.34110801267016e-08	-0.554936244192859	0.037	0.052	0.0011422871974024	Down
TADA2A	6.36392521784762e-08	-0.544050918336459	0.026	0.039	0.00114639748874307	Down
NUDT5	6.37128162701743e-08	-0.292119663870641	0.096	0.119	0.00114772267229092	Down
DDIAS	6.39952319418952e-08	-0.949982116778031	0.009	0.018	0.0011528101082013	Down
FANCF	6.43206267705278e-08	-0.770916816252215	0.015	0.026	0.00115867177064429	Down
BICD1	6.54334053003825e-08	-0.625178261754897	0.016	0.027	0.00117871736308109	Down
KIF1C	6.62598292573943e-08	0.63809756491744	0.027	0.016	0.0011936045642427	Up
ADGRE2	6.6389841474131e-08	0.544754802611867	0.05	0.035	0.001195946604315	Up
RGS14	6.64568347896694e-08	0.590718083767083	0.044	0.03	0.0011971534219011	Up
SCAMP3	6.65570875209059e-08	-0.586346378369718	0.028	0.042	0.0011989593746016	Down
MCCC1	6.81308812065079e-08	-0.428030924885578	0.041	0.057	0.00122730969405403	Down
CEP83	6.82382668693512e-08	-0.410490343576443	0.052	0.07	0.00122924413938449	Down
SIRPB2	6.8709126926787e-08	0.703748973802175	0.03	0.019	0.00123772621245914	Up
MYO19	6.91116066787687e-08	-0.663862816394688	0.02	0.032	0.00124497648271134	Down
SEPHS1	6.9916111256942e-08	-0.560973782184389	0.026	0.039	0.00125946882818255	Down
CWC25	7.08291727063585e-08	0.42634354525401	0.107	0.085	0.00127591671713234	Up
UACA	7.12103603969688e-08	1.09457677844045	0.026	0.015	0.001282783432191	Up
PCMTD2	7.16765551184592e-08	-0.311584805454149	0.081	0.103	0.00129118146390392	Down
ZCCHC3	7.17007177727049e-08	-0.586720057054237	0.021	0.034	0.00129161672995751	Down
PDE4B	7.24856112763843e-08	0.460503466370734	0.138	0.114	0.00130575580153279	Up
EIF3J-AS1	7.27944706423445e-08	-0.645749522781088	0.021	0.033	0.00131131959415119	Down
COQ3	7.31747640411317e-08	-1.52640383791343	0.004	0.01	0.00131817019943695	Down
SMC6	7.37175218025449e-08	-0.250514296972769	0.084	0.106	0.00132794743775104	Down
BCAT2	7.39163697111382e-08	-0.726839529011184	0.012	0.022	0.00133152948397644	Down
TEC	7.46067088996989e-08	-0.362844946214885	0.058	0.077	0.00134396525411918	Down
SSBP3	7.53888667781738e-08	-0.445889901383707	0.04	0.056	0.00135805504614202	Down
CDK7	7.56775533539149e-08	-0.558117730599284	0.026	0.039	0.00136325544611742	Down
TACO1	7.59495459298436e-08	-0.54368182934527	0.02	0.032	0.0013681551203802	Down
DUS3L	7.63232706062959e-08	-0.638089663998447	0.023	0.036	0.00137488739670182	Down
AARS2	7.64003965895319e-08	-0.652663169919808	0.015	0.025	0.00137627674416383	Down
RNASEH1-AS1	7.68418249894353e-08	-0.805638809977094	0.011	0.02	0.00138422863535969	Down
TMOD2	7.69364998404751e-08	0.688580597253297	0.034	0.022	0.00138593410812632	Up
KDM1B	7.6970386012894e-08	0.492954630673347	0.088	0.068	0.00138654453363627	Up
MRRF	7.80251137387304e-08	-0.599719400518095	0.025	0.039	0.00140554439888949	Down
LOC646762	7.86561836423964e-08	-0.90409904061217	0.009	0.018	0.00141691249213413	Down
APOO	7.88916515377211e-08	-0.66499087282274	0.018	0.03	0.00142115421080051	Down
LMBRD1	7.97534408095053e-08	0.47559807043777	0.07	0.052	0.00143667848274243	Up
NR2F6	8.03000313753078e-08	-1.23015564283939	0.004	0.011	0.00144652476519479	Down
GSAP	8.03484254769844e-08	0.3953231640296	0.071	0.053	0.0014473965365424	Up
HASPIN	8.17413465963054e-08	-1.11255815616696	0.007	0.015	0.00147248861758585	Down
STAT1	8.18014712189035e-08	0.428179604958322	0.148	0.123	0.00147357170253733	Up
BFAR	8.19650474936874e-08	-0.384521873652925	0.054	0.072	0.00147651836555129	Down
CHMP1B	8.27499898835133e-08	0.333823599825938	0.158	0.132	0.00149065831776161	Up
IFRD1	8.27636252951123e-08	0.355124352390281	0.092	0.072	0.00149090394606615	Up
ZSCAN32	8.27860007413363e-08	-0.840379809410404	0.01	0.019	0.00149130701735443	Down
DFFB	8.37968367910143e-08	-0.832130577679534	0.014	0.025	0.00150951621795333	Down
AGPS	8.43703215260821e-08	-0.328457838014445	0.092	0.115	0.00151984697197084	Down
NCEH1	8.45586918289501e-08	0.739520104823997	0.032	0.02	0.00152324027460671	Up
TMEM9	8.48157287591723e-08	-0.482174475597459	0.034	0.049	0.00152787053786773	Down
REC8	8.49997681726163e-08	-0.677058472725493	0.018	0.029	0.00153118582386151	Down
POLR2E	8.60899646547255e-08	-0.31776013403906	0.077	0.099	0.00155082462329022	Down
PBX3	8.6583537073844e-08	0.442021088079885	0.067	0.05	0.00155971583684823	Up
METTL18	8.79464758098658e-08	-0.664939090010478	0.018	0.03	0.00158426781523892	Down
LRRC41	8.82062652149506e-08	-0.605284626698473	0.025	0.038	0.00158894766158212	Down
ANKS6	8.84090616104069e-08	-1.24312917442996	0.004	0.01	0.00159260083584987	Down
INVS	8.86132340651758e-08	-0.576863002359837	0.025	0.038	0.00159627879845008	Down
OSTCP1	8.92360437377084e-08	-0.681887942098921	0.017	0.028	0.00160749809189108	Down
PHF19	9.16237302811525e-08	-0.454275055703202	0.043	0.06	0.00165050987728468	Down
DCAF16	9.24425374473661e-08	-0.299594749359268	0.08	0.102	0.00166525986957685	Down
RUFY1	9.34406962358955e-08	-0.261955918318872	0.11	0.135	0.00168324070199342	Down
ZNF493	9.42609290862398e-08	-0.485870241158215	0.028	0.042	0.00169801637655952	Down
CDKN2AIPNL	9.52657233562493e-08	-0.461052968867475	0.038	0.054	0.00171611674053948	Down
ATAD1	9.68854128850529e-08	-0.284066452355804	0.068	0.088	0.00174529382771134	Down
TNFRSF1A	9.74014764299505e-08	-0.295790909772018	0.073	0.094	0.00175459019640913	Down
RBM19	9.8266618106389e-08	-0.354380437424012	0.063	0.082	0.00177017485856849	Down
C16orf58	9.82926791592342e-08	-0.667035287426945	0.02	0.031	0.00177064432237444	Down
LDLRAD3	9.88724401622426e-08	0.832747575755409	0.026	0.016	0.00178108813708264	Up
SMIM27	9.89993172440587e-08	-0.391340794717547	0.062	0.081	0.00178337370083447	Down
MANF	9.94478508275101e-08	-0.38658124110203	0.069	0.09	0.00179145358480677	Down
ZNF516	1.00403056018356e-07	0.520444585577471	0.066	0.049	0.00180866065111467	Up
WDR74	1.00961561343755e-07	-0.583221969913279	0.027	0.04	0.0018187215660464	Down
SLC2A9	1.0132982309125e-07	0.927496674750634	0.019	0.01	0.00182535543316578	Up
IPO4	1.01658277472976e-07	-0.965750169097336	0.01	0.019	0.00183127221039819	Down
TRMT1L	1.02158918841638e-07	-0.516808938921371	0.039	0.055	0.00184029076401326	Down
CHD7	1.0219110369173e-07	0.485568803752641	0.049	0.034	0.00184087054190283	Up
CEP76	1.02279582716083e-07	-0.752943282947084	0.016	0.026	0.00184246440304752	Down
LOC105371814	1.03708867120865e-07	-0.408699256732538	0.049	0.066	0.00186821153231526	Down
PDK3	1.04391616539401e-07	-0.290786435387056	0.071	0.092	0.00188051058034077	Down
ADAMTSL4	1.04747949317236e-07	0.913264525902433	0.024	0.014	0.00188692955900068	Up
BLOC1S2	1.0488455809712e-07	0.369610415317709	0.161	0.136	0.00188939042956153	Up
DENND5A	1.0515200318387e-07	0.577846923165267	0.056	0.04	0.00189420818535423	Up
VPS51	1.05438866519218e-07	-0.431808905632791	0.046	0.063	0.00189937574147719	Down
AAED1	1.0963312605857e-07	0.409644327780012	0.094	0.074	0.00197493113281908	Up
TPRA1	1.09730787017259e-07	-0.645427288842908	0.018	0.029	0.00197669039732891	Down
PSMD11	1.1066471412005e-07	-0.303166224991023	0.071	0.092	0.00199351416015858	Down
COQ10B	1.12401882910527e-07	0.46962725988362	0.081	0.062	0.00202480751875023	Up
NUDT9	1.13033008558388e-07	-0.425621929289503	0.038	0.054	0.00203617661617081	Down
SDC4	1.15042172020798e-07	0.905814594034247	0.025	0.015	0.00207236968678265	Up
ZNF134	1.15054014972391e-07	-0.646408322361587	0.017	0.028	0.00207258302571266	Down
ZNF542P	1.15282530654896e-07	-0.626814612803384	0.02	0.032	0.00207669950721729	Down
AHCYL1	1.18633188309177e-07	-0.250170530211485	0.092	0.115	0.00213705825420151	Down
FUOM	1.19519410250031e-07	-0.598117346752215	0.026	0.039	0.00215302265624405	Down
ULK1	1.21943918345223e-07	0.401333349994415	0.068	0.051	0.00219669774507084	Up
ZNF788	1.22489436126525e-07	-1.08002837210158	0.006	0.014	0.00220652470238323	Down
C5orf51	1.22732789546716e-07	-0.405212969299105	0.048	0.065	0.00221090847089454	Down
TTF1	1.25518785686074e-07	-0.416083414933905	0.048	0.066	0.00226109540534893	Down
ETS2	1.27006386291563e-07	0.263073004175248	0.188	0.16	0.00228789304265621	Up
TIGAR	1.27388790112011e-07	0.59895445606458	0.039	0.026	0.00229478166507776	Up
EEFSEC	1.29937453860182e-07	-0.601894037497698	0.024	0.037	0.00234069329383733	Down
LYRM1	1.30635730374444e-07	-0.441489732708157	0.054	0.072	0.00235327204696523	Down
RFXANK	1.30861370027001e-07	-0.500939884264253	0.037	0.053	0.00235733671966639	Down
G6PD	1.31302761210862e-07	0.446425162909168	0.058	0.042	0.00236528794045246	Up
MAGI2-AS3	1.34092152616239e-07	-1.13883443656641	0.007	0.015	0.00241553603722894	Down
GTPBP8	1.34289786319593e-07	-0.501289146495568	0.031	0.046	0.00241909621076115	Down
UBE2R2	1.36939186495914e-07	0.365757323674878	0.124	0.101	0.00246682250553739	Up
WWOX	1.37041544953585e-07	-0.526324874828612	0.025	0.038	0.00246866639079388	Down
PRKAR2B	1.37422731845451e-07	-0.43357694376252	0.075	0.095	0.00247553309146396	Down
PRKAR1A	1.37609713469859e-07	0.254643987165139	0.244	0.215	0.00247890137844604	Up
SYTL3	1.3788986197191e-07	0.64760040303732	0.03	0.018	0.00248394797356199	Up
ERBIN	1.38051236812784e-07	0.25220526459519	0.185	0.158	0.00248685497994549	Up
HIST1H2BH	1.38727204572981e-07	-0.869388091522191	0.012	0.021	0.00249903186317769	Down
GOLPH3L	1.39146993558934e-07	-0.508407408619589	0.027	0.04	0.00250659394197064	Down
RIC1	1.39548816706929e-07	0.595704782457303	0.055	0.04	0.00251383238415861	Up
LINC00116	1.42114007631743e-07	-0.401015933690238	0.059	0.077	0.00256004173347823	Down
STK32B	1.42213917106686e-07	-1.0789295944088	0.006	0.014	0.00256184150275983	Down
JAGN1	1.42558982841991e-07	-0.447531671178726	0.037	0.053	0.00256805751691563	Down
ETAA1	1.42657413368235e-07	-0.521626697651563	0.032	0.047	0.00256983064441539	Down
ESAM	1.4364051219205e-07	-0.706358336856756	0.017	0.027	0.00258754018662758	Down
HYOU1	1.47198345187859e-07	-0.403338491274045	0.069	0.089	0.0026516309902141	Down
ECSIT	1.47605845502502e-07	-0.678840433477398	0.018	0.029	0.00265897170088208	Down
CBWD1	1.47783996455953e-07	-0.424306482622522	0.051	0.068	0.00266218091215754	Down
TCP11L2	1.49001170915345e-07	0.637135180063771	0.03	0.019	0.00268410709286903	Up
KLHDC4	1.49196494969672e-07	-0.940357011668938	0.009	0.017	0.00268762566038367	Down
GAS5-AS1	1.49356349890642e-07	-0.831980850624147	0.013	0.022	0.00269050528693003	Down
IL31RA	1.49565206007569e-07	1.16060664877565	0.013	0.006	0.00269426762102035	Up
RBPJ	1.49785333864953e-07	0.441176863216244	0.236	0.211	0.00269823300424327	Up
FOXO3	1.5183892252131e-07	0.49712108939742	0.077	0.059	0.00273522635029887	Up
HYAL2	1.53132520981019e-07	-1.1285913375398	0.007	0.014	0.00275852923295208	Down
ZSCAN12	1.53548540481512e-07	-0.783649473704525	0.017	0.028	0.00276602340823397	Down
XPO4	1.54214983351782e-07	-0.336221208568532	0.043	0.059	0.00277802871009901	Down
LIAS	1.55952349555729e-07	-0.485284850587842	0.041	0.057	0.0028093256248969	Down
PWP2	1.58096258816963e-07	-0.605401401561209	0.02	0.031	0.00284794600632878	Down
CD99	1.59149303886204e-07	0.276813790340112	0.352	0.326	0.00286691556020609	Up
DENND1A	1.59686212189193e-07	0.558632265942364	0.048	0.033	0.00287658742637612	Up
CRIP2	1.61116345622295e-07	1.08420624137087	0.014	0.006	0.00290234985004003	Up
ZNF662	1.63547855910669e-07	-0.885399298832685	0.01	0.019	0.00294615107637478	Down
SND1	1.65139512655998e-07	-0.306011306544592	0.07	0.091	0.00297482318098514	Down
MRM3	1.66495770039436e-07	-0.815018347964005	0.014	0.024	0.0029992548014904	Down
VPS72	1.667356816732e-07	-0.477126327200678	0.033	0.047	0.00300357656966102	Down
PIGQ	1.67724715027504e-07	-0.797497790641994	0.013	0.023	0.00302139301650546	Down
GATAD2A	1.70632706603282e-07	-0.252055404915251	0.101	0.125	0.00307377757675152	Down
MDC1	1.71002865211433e-07	-0.382407669947539	0.039	0.055	0.00308044561391876	Down
FGD6	1.71031614008234e-07	0.827157175391029	0.025	0.014	0.00308096349474432	Up
SHKBP1	1.73104626119754e-07	0.455919840463022	0.07	0.053	0.00311830673492125	Up
SLC30A5	1.74262841767872e-07	-0.359938941264143	0.056	0.075	0.00313917083160645	Down
NAA35	1.76086179521493e-07	-0.349259043899283	0.054	0.072	0.00317201643790017	Down
DPY19L2	1.77203945068213e-07	-0.805770971301298	0.012	0.022	0.00319215186645879	Down
TRPS1	1.77732907997426e-07	0.565475670554624	0.05	0.035	0.00320168060466563	Up
MGMT	1.78127648791386e-07	-0.424067168594695	0.051	0.069	0.00320879146532802	Down
LOC100130950	1.78163109931517e-07	1.30889468272203	0.01	0.004	0.00320943026230635	Up
VIM-AS1	1.78773716870482e-07	0.931194622864908	0.022	0.013	0.00322042973570485	Up
DPY19L3	1.79281506735879e-07	-0.540120716667943	0.024	0.037	0.00322957706234012	Down
CCSER2	1.80733001600361e-07	0.413769905606572	0.074	0.056	0.0032557242908289	Up
TEX264	1.84465491725411e-07	-0.417380786086039	0.036	0.051	0.00332296136794156	Down
UGGT2	1.85478102722837e-07	0.568088500287954	0.047	0.033	0.00334120254244919	Up
CASK	1.86198939927408e-07	-0.412867841349462	0.047	0.064	0.00335418770385233	Down
HDDC3	1.86240963060892e-07	-0.53037274011638	0.031	0.045	0.00335494470857891	Down
RRP7BP	1.88799788768611e-07	-0.711231903681066	0.017	0.027	0.00340103939487776	Down
RPL23AP7	1.89300760768092e-07	-0.558588982565577	0.027	0.04	0.00341006390447641	Down
SLC19A1	1.90882274990296e-07	-0.729768860049856	0.01	0.019	0.00343855330167519	Down
NIPBL-AS1	1.92872952984494e-07	-0.516466505836122	0.035	0.05	0.00347441337506267	Down
NPM2	1.94033344863285e-07	-0.975054632417028	0.008	0.016	0.00349531667436722	Down
TUBB4B	1.94817949746967e-07	-0.436045357568227	0.061	0.079	0.00350945054674187	Down
SLC48A1	2.00521108732596e-07	-0.480158162766957	0.036	0.051	0.00361218725270898	Down
KIF13B	2.01082966350205e-07	0.529047440419522	0.067	0.05	0.0036223085558326	Up
DGCR6L	2.01172537377797e-07	-0.458397161333031	0.04	0.055	0.00362392208832363	Down
KMT2E-AS1	2.0125335155997e-07	0.4145822102593	0.069	0.051	0.00362537787500131	Up
EIF3IP1	2.01325472480341e-07	-0.708910871863401	0.016	0.026	0.00362667706126086	Down
LINC00342	2.02516916886194e-07	-0.377880680375889	0.055	0.073	0.00364813974078789	Down
EEF1AKMT1	2.02609810640366e-07	-0.777465602081152	0.014	0.024	0.00364981312887556	Down
DGCR8	2.03522971660745e-07	-0.518857261760398	0.03	0.044	0.00366626281149665	Down
PDRG1	2.03723072426102e-07	-0.598793466691361	0.024	0.036	0.0036698674266838	Down
PROM1	2.06893052950173e-07	-0.562072890310161	0.022	0.034	0.00372697145584441	Down
RALGPS2	2.12542620613168e-07	-0.266315819656052	0.059	0.077	0.00382874276772562	Down
SIDT2	2.12630650267163e-07	0.888351151124843	0.019	0.01	0.00383032853391267	Up
NFKBID	2.13814840801849e-07	0.887667247323987	0.02	0.011	0.0038516605422045	Up
MTCH1	2.18319411865016e-07	0.362233113298292	0.136	0.112	0.00393280588533639	Up
INTS7	2.18356097189929e-07	-0.622788374337778	0.022	0.033	0.00393346673477938	Down
HIST1H3I	2.19100999471556e-07	-1.11004094116802	0.006	0.012	0.00394688540448062	Down
TIMM17A	2.20406776661848e-07	-0.296661524149347	0.061	0.08	0.00397040767478654	Down
NPEPL1	2.22120531761903e-07	0.62266789026004	0.036	0.024	0.00400127925915892	Up
NUP214	2.22955999489664e-07	0.335015403025107	0.153	0.128	0.00401632937480681	Up
AARS	2.23575373591404e-07	-0.561285009677968	0.017	0.028	0.00402748677987556	Down
TMEM201	2.2466345845073e-07	-1.21075480591622	0.005	0.012	0.00404708754053146	Down
ZNF562	2.24702829849371e-07	-0.444890262994281	0.039	0.054	0.00404779677690658	Down
SCFD2	2.25820809810369e-07	-0.772972621056772	0.012	0.021	0.00406793606792399	Down
ZNF747	2.26480857641381e-07	-0.784129332362164	0.013	0.022	0.00407982616955184	Down
DIEXF	2.28178578877005e-07	-0.668966530338674	0.019	0.03	0.00411040891989038	Down
TUBGCP3	2.28261895031056e-07	-0.324371593980611	0.072	0.093	0.00411190977708944	Down
CHEK2	2.28976191383998e-07	-0.579282340597327	0.022	0.034	0.00412477711159133	Down
HCFC1	2.30195150586779e-07	-0.303461460091882	0.067	0.087	0.00414673544267023	Down
PTCSC1	2.30746483935911e-07	1.2250153874226	0.016	0.008	0.00415666716162151	Up
DDX20	2.32451228166478e-07	-0.526316805364867	0.034	0.048	0.00418737642419093	Down
MBLAC2	2.36397858756313e-07	-0.708254465387035	0.012	0.022	0.00425847102763622	Down
MAP4K4	2.46533210081056e-07	0.49250246988718	0.14	0.117	0.00444104924640014	Up
SLC35A4	2.47508299158986e-07	-0.421209296628646	0.029	0.042	0.00445861450104997	Down
AKR1B1	2.49161560852892e-07	-0.361138946214975	0.05	0.068	0.00448839635720399	Down
APIP	2.49630805857032e-07	-0.318738527600499	0.069	0.089	0.00449684933670858	Down
LINC01881	2.52238752285592e-07	0.600054818769527	0.047	0.033	0.00454382888367265	Up
GXYLT1	2.52291747945278e-07	-0.404446573465413	0.038	0.053	0.00454478354748624	Down
SLC25A19	2.5371194651569e-07	-0.87786749903899	0.01	0.018	0.00457036700453364	Down
PPFIBP2	2.56946708569537e-07	1.08260413677437	0.015	0.008	0.00462863800817164	Up
SIGLEC16	2.58059571964675e-07	1.38347061613391	0.01	0.004	0.00464868512937166	Up
POLD3	2.60031227491622e-07	-0.314538034802095	0.069	0.089	0.00468420253203407	Down
DDX3Y	2.63209638831813e-07	0.335190601105189	0.152	0.128	0.00474145843391628	Up
PSMC4	2.63965463849012e-07	-0.379606772693305	0.046	0.062	0.00475507386577609	Down
RNASEH1	2.65454563000336e-07	-0.473789211750012	0.03	0.044	0.00478189849788805	Down
NUDT6	2.65619061442034e-07	-1.29753857205829	0.004	0.011	0.0047848617728168	Down
CFAP20	2.6918150388717e-07	-0.356993193225799	0.048	0.065	0.00484903561102348	Down
SNRNP48	2.72190254881724e-07	-0.352195336314371	0.052	0.069	0.00490323525143938	Down
POMC	2.72941544996019e-07	-0.752547969876822	0.013	0.022	0.00491676899155829	Down
TM6SF1	2.73240030226111e-07	0.853655888104916	0.021	0.012	0.00492214590449316	Up
DCLRE1A	2.74224698578706e-07	-0.69830277229742	0.014	0.023	0.00493988372019681	Down
ILVBL	2.77665845270967e-07	-0.69141315789386	0.019	0.031	0.00500187253671119	Down
NRBF2	2.79080754841612e-07	0.551577909521995	0.073	0.056	0.0050273607177168	Up
CCDC117	2.8136140076682e-07	-0.356371329109331	0.048	0.065	0.0050684442734135	Down
IL1R1	2.83749895546452e-07	1.07414255802618	0.013	0.006	0.00511147061837378	Up
MREG	2.84514203328234e-07	-0.999858023417601	0.008	0.016	0.00512523885875481	Down
RANBP10	2.89588700827482e-07	-0.537167548547341	0.023	0.035	0.00521665085670626	Down
ADAM10	2.90453334432154e-07	0.282541707283124	0.216	0.189	0.00523222636646083	Up
ZNF567	2.91721344310549e-07	-0.475855437667912	0.023	0.035	0.00525506829641023	Down
DSG2	2.9175356892059e-07	-1.01634614620617	0.007	0.015	0.0052556487905355	Down
KIF20A	2.92020049371412e-07	-0.967436545725223	0.008	0.015	0.00526044916937662	Down
CDIP1	2.93460034832946e-07	-0.751930509974015	0.016	0.026	0.0052863890674807	Down
WT1	2.97855204033013e-07	-1.27071193371069	0.004	0.01	0.0053655636454507	Down
DNAJA3	2.99539677324409e-07	-0.602522525872216	0.021	0.033	0.00539590774732191	Down
STAB1	2.99987242314232e-07	0.438521659642759	0.084	0.066	0.00540397018304857	Up
ZNF37A	3.00866530100651e-07	-0.271252775344352	0.065	0.084	0.00541980967323313	Down
H2AFY2	3.01731933000705e-07	-0.617451528378724	0.018	0.029	0.0054353990410747	Down
NDUFAF3	3.04861483898923e-07	-0.298732823146781	0.076	0.096	0.0054917747709552	Down
PHC2	3.0700603705774e-07	0.695831295170087	0.032	0.02	0.00553040675155812	Up
SSNA1	3.07897087066966e-07	-0.28824185826827	0.066	0.085	0.00554645812642432	Down
SNX9	3.08091310294539e-07	0.51961117800553	0.04	0.027	0.00554995686364583	Up
FAM157A	3.09075911598459e-07	1.12567285866626	0.013	0.006	0.00556769347153464	Up
ADGRG6	3.10949256057051e-07	-1.08983939025527	0.007	0.014	0.00560143989861172	Down
PROSER2-AS1	3.11649697115016e-07	-1.24378360630369	0.005	0.012	0.0056140576438299	Down
SLCO4C1	3.15267488768154e-07	1.0111130944034	0.02	0.011	0.00567922854266953	Up
ARHGAP23	3.19083533207599e-07	-1.19916683164101	0.005	0.011	0.00574797076720168	Down
NUP93	3.19422465187777e-07	-0.504560952223298	0.027	0.04	0.00575407628789262	Down
UBL7	3.20420752399043e-07	-0.495065871380428	0.027	0.04	0.00577205943371636	Down
GSS	3.20536403881697e-07	-0.490493141590603	0.034	0.048	0.00577414277952489	Down
TNKS	3.20625645311898e-07	-0.414895522696444	0.045	0.061	0.00577575037464853	Down
TSPYL2	3.20897321514509e-07	0.548685821005806	0.054	0.039	0.00578064434976237	Up
LCMT1	3.27103930414636e-07	-0.610291211654875	0.023	0.035	0.00589245020248926	Down
SPOUT1	3.27194534000326e-07	-0.444910502681727	0.038	0.054	0.00589408233548188	Down
ALG2	3.2738109170449e-07	-0.423843758572173	0.034	0.049	0.00589744298596468	Down
DNPEP	3.29409123557573e-07	-0.459601138340441	0.037	0.052	0.00593397595176613	Down
RRP8	3.315355305221e-07	-0.487874968053549	0.026	0.039	0.0059722810468251	Down
VEZT	3.35326135966679e-07	-0.296552971582119	0.064	0.083	0.00604056501330375	Down
SUPV3L1	3.3705854882362e-07	-0.569766178416467	0.024	0.037	0.00607177269850869	Down
HCG11	3.38629813460285e-07	-0.362712798420576	0.045	0.061	0.00610007745967357	Down
TTC4	3.39460400577269e-07	-0.472554291887845	0.031	0.045	0.00611503965599893	Down
WDR73	3.40159569675418e-07	-0.578181326775721	0.031	0.044	0.00612763448813297	Down
TMBIM1	3.46942760797053e-07	0.44910063668335	0.072	0.055	0.00624982689299811	Up
METTL3	3.48816359322915e-07	-0.523610623021755	0.028	0.041	0.00628357789684299	Down
TMEM241	3.53789659838723e-07	-0.944362910825897	0.01	0.018	0.00637316693233476	Down
AKNA	3.55255918300373e-07	0.407746267814318	0.087	0.068	0.00639958011226292	Up
TXNL4A	3.55618906663432e-07	-0.308216419760885	0.093	0.114	0.00640611898463507	Down
NR1H2	3.5885195941387e-07	0.460298021567275	0.064	0.048	0.00646435919688145	Up
R3HCC1	3.59108019703942e-07	-0.503182055114399	0.035	0.049	0.00646897186694681	Down
ZNF718	3.60153308443304e-07	-0.527595655445807	0.019	0.03	0.00648780169829768	Down
OMA1	3.60334103136117e-07	-0.424545692730164	0.047	0.063	0.00649105853389401	Down
PRELID3A	3.60352499013183e-07	-1.38094819077311	0.004	0.01	0.00649138991722348	Down
SLC35D1	3.63629262087774e-07	-0.567880661717044	0.022	0.033	0.00655041752724917	Down
PIN4	3.64881433314698e-07	-0.31638997774402	0.063	0.081	0.00657297413973098	Down
RRAGD	3.65855088224213e-07	-0.401874029627654	0.038	0.053	0.00659051355927097	Down
RMND1	3.68094780401669e-07	-0.446641106705394	0.035	0.05	0.00663085937415567	Down
TSTA3	3.71725211370388e-07	-0.398293555359315	0.038	0.052	0.00669625795762616	Down
GSEC	3.729601012341e-07	-0.810701931555084	0.01	0.019	0.00671850326363107	Down
BEX2	3.73641633027123e-07	-0.521441590403157	0.028	0.041	0.0067307803773506	Down
GATB	3.78385886591448e-07	-0.527438302002788	0.021	0.033	0.00681624336105835	Down
ATXN2	3.80870563345479e-07	-0.373156014341763	0.065	0.084	0.00686100232810546	Down
STXBP4	3.83464377173457e-07	-0.765392769780577	0.012	0.021	0.00690772729040266	Down
KIF16B	3.85502980118341e-07	0.661089703903828	0.043	0.029	0.0069444506838518	Up
ZNFX1	3.87950666228715e-07	0.538718510271406	0.052	0.037	0.00698854330144407	Up
KAT14	3.88082731775504e-07	-0.68251719802589	0.013	0.023	0.00699092233020394	Down
FAM114A2	3.88790764823383e-07	-0.435207978118701	0.027	0.04	0.00700367683752842	Down
ZPR1	3.89041703045931e-07	-0.487585800104116	0.03	0.043	0.00700819723866939	Down
